dire_1,dire_2,dire_3,dire_4,dire_5,dire_6,first_team_ban,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,radiant_win
life_stealer,ogre_magi,jakiro,drow_ranger,necrolyte,0,1,juggernaut,pudge,razor,techies,obsidian_destroyer,1.0
dazzle,sniper,puck,lone_druid,legion_commander,0,1,slark,windrunner,warlock,spirit_breaker,bloodseeker,1.0
templar_assassin,crystal_maiden,nevermore,dark_willow,void_spirit,0,0,dazzle,snapfire,puck,juggernaut,dawnbreaker,1.0
slark,templar_assassin,ogre_magi,legion_commander,windrunner,0,1,storm_spirit,crystal_maiden,terrorblade,magnataur,venomancer,0.0
phantom_lancer,shadow_shaman,kunkka,bristleback,gyrocopter,0,1,rattletrap,monkey_king,pugna,lina,pudge,0.0
silencer,axe,marci,lich,phantom_lancer,0,0,bloodseeker,tinker,mirana,warlock,antimage,0.0
shadow_shaman,shredder,venomancer,sniper,slark,0,0,elder_titan,chaos_knight,rubick,vengefulspirit,razor,0.0
techies,marci,medusa,monkey_king,bane,0,1,crystal_maiden,viper,life_stealer,bristleback,mirana,0.0
marci,huskar,windrunner,faceless_void,silencer,0,1,axe,skywrath_mage,lion,necrolyte,morphling,1.0
centaur,dawnbreaker,void_spirit,furion,winter_wyvern,0,1,shadow_shaman,phantom_assassin,nevermore,dazzle,axe,1.0
rattletrap,magnataur,jakiro,juggernaut,invoker,0,0,skywrath_mage,void_spirit,crystal_maiden,chaos_knight,huskar,0.0
ogre_magi,ursa,lich,tiny,lion,0,1,vengefulspirit,disruptor,axe,templar_assassin,juggernaut,1.0
axe,lion,witch_doctor,skeleton_king,dragon_knight,0,0,sniper,viper,drow_ranger,crystal_maiden,lich,1.0
pudge,vengefulspirit,windrunner,zuus,tidehunter,0,0,drow_ranger,witch_doctor,sniper,axe,warlock,0.0
sniper,pugna,lycan,skeleton_king,alchemist,0,0,gyrocopter,warlock,shadow_demon,doom_bringer,rubick,0.0
marci,luna,naga_siren,dazzle,drow_ranger,0,0,lich,skywrath_mage,batrider,clinkz,huskar,1.0
sniper,puck,warlock,slardar,faceless_void,0,0,terrorblade,marci,clinkz,huskar,night_stalker,1.0
pudge,enchantress,mirana,medusa,juggernaut,0,0,riki,ursa,dark_seer,clinkz,skywrath_mage,0.0
nevermore,weaver,huskar,lich,abaddon,0,1,monkey_king,crystal_maiden,obsidian_destroyer,spirit_breaker,enchantress,1.0
abyssal_underlord,marci,drow_ranger,lion,zuus,0,1,bane,kunkka,sniper,disruptor,chaos_knight,1.0
razor,skywrath_mage,weaver,life_stealer,riki,0,0,terrorblade,wisp,rubick,bristleback,storm_spirit,0.0
zuus,clinkz,skeleton_king,techies,necrolyte,0,0,tiny,puck,invoker,silencer,drow_ranger,0.0
spirit_breaker,dawnbreaker,drow_ranger,broodmother,windrunner,0,0,nevermore,bounty_hunter,phantom_assassin,techies,lion,0.0
obsidian_destroyer,razor,spirit_breaker,shadow_shaman,spectre,0,0,chaos_knight,juggernaut,necrolyte,silencer,tusk,0.0
tusk,shadow_demon,troll_warlord,venomancer,legion_commander,0,0,juggernaut,rubick,ogre_magi,silencer,sand_king,1.0
witch_doctor,chaos_knight,meepo,spectre,pudge,0,0,tiny,mirana,ogre_magi,sniper,life_stealer,1.0
jakiro,slark,skywrath_mage,night_stalker,nevermore,0,1,crystal_maiden,rattletrap,enchantress,skeleton_king,furion,1.0
magnataur,bloodseeker,antimage,phantom_assassin,witch_doctor,0,1,puck,juggernaut,drow_ranger,silencer,spirit_breaker,0.0
phantom_assassin,jakiro,silencer,elder_titan,night_stalker,0,0,monkey_king,ember_spirit,lina,crystal_maiden,necrolyte,0.0
bristleback,undying,tusk,troll_warlord,snapfire,0,0,grimstroke,viper,arc_warden,ogre_magi,sniper,0.0
pudge,earthshaker,bounty_hunter,void_spirit,antimage,0,0,keeper_of_the_light,enchantress,invoker,primal_beast,windrunner,0.0
terrorblade,ember_spirit,juggernaut,invoker,sniper,0,0,nevermore,morphling,rubick,slark,furion,1.0
monkey_king,bristleback,sand_king,dark_willow,sven,0,0,witch_doctor,lina,ursa,wisp,lich,1.0
faceless_void,bane,lion,furion,necrolyte,0,0,jakiro,skywrath_mage,slardar,drow_ranger,grimstroke,1.0
axe,warlock,techies,storm_spirit,medusa,0,1,bloodseeker,juggernaut,skywrath_mage,hoodwink,ancient_apparition,0.0
shadow_shaman,bloodseeker,hoodwink,puck,abaddon,0,0,bounty_hunter,doom_bringer,invoker,phantom_assassin,void_spirit,0.0
crystal_maiden,nevermore,tiny,bloodseeker,undying,0,0,drow_ranger,bane,lich,arc_warden,pudge,0.0
snapfire,windrunner,phantom_assassin,techies,enigma,0,0,dawnbreaker,spirit_breaker,obsidian_destroyer,skeleton_king,pudge,1.0
slardar,earthshaker,techies,antimage,crystal_maiden,0,0,huskar,storm_spirit,shadow_shaman,gyrocopter,invoker,0.0
windrunner,kunkka,zuus,earthshaker,sand_king,0,1,silencer,skeleton_king,phantom_lancer,witch_doctor,nevermore,1.0
snapfire,leshrac,tiny,necrolyte,marci,0,0,puck,sniper,centaur,shadow_shaman,treant,1.0
skywrath_mage,spirit_breaker,silencer,dazzle,juggernaut,0,0,windrunner,broodmother,batrider,legion_commander,omniknight,0.0
necrolyte,pudge,huskar,dazzle,drow_ranger,0,1,lich,tiny,bloodseeker,dawnbreaker,jakiro,1.0
skywrath_mage,obsidian_destroyer,pudge,luna,wisp,0,1,zuus,marci,axe,spectre,venomancer,1.0
templar_assassin,viper,ogre_magi,abaddon,undying,0,0,phantom_assassin,lion,witch_doctor,invoker,bristleback,0.0
medusa,jakiro,lina,kunkka,weaver,0,0,brewmaster,furion,juggernaut,obsidian_destroyer,spectre,0.0
windrunner,phantom_assassin,clinkz,enchantress,nevermore,0,0,kunkka,slardar,tinker,dazzle,chen,0.0
drow_ranger,antimage,arc_warden,pudge,death_prophet,0,0,magnataur,hoodwink,keeper_of_the_light,ogre_magi,sniper,0.0
lina,batrider,lich,dawnbreaker,sniper,0,0,silencer,puck,wisp,sven,axe,1.0
tinker,shadow_shaman,death_prophet,crystal_maiden,nevermore,0,0,abyssal_underlord,ursa,obsidian_destroyer,rattletrap,kunkka,0.0
ember_spirit,faceless_void,viper,abaddon,doom_bringer,0,1,dragon_knight,sven,void_spirit,disruptor,winter_wyvern,1.0
antimage,skywrath_mage,weaver,chaos_knight,windrunner,0,1,void_spirit,tidehunter,tiny,earthshaker,invoker,1.0
slark,windrunner,earthshaker,primal_beast,abaddon,0,0,spectre,silencer,axe,luna,slardar,1.0
ogre_magi,lion,windrunner,hoodwink,lone_druid,0,0,tusk,zuus,antimage,disruptor,weaver,1.0
pudge,rattletrap,primal_beast,necrolyte,chen,0,0,lone_druid,weaver,windrunner,phoenix,lina,0.0
tusk,sniper,tinker,slardar,antimage,0,1,slark,mirana,spectre,queenofpain,phoenix,1.0
night_stalker,obsidian_destroyer,marci,batrider,drow_ranger,0,1,shadow_shaman,alchemist,slardar,abaddon,techies,0.0
alchemist,sniper,tiny,morphling,spirit_breaker,0,0,snapfire,visage,ogre_magi,furion,leshrac,0.0
lich,zuus,dragon_knight,viper,lion,0,0,pudge,warlock,axe,tidehunter,juggernaut,0.0
windrunner,snapfire,legion_commander,kunkka,skeleton_king,0,1,invoker,puck,juggernaut,dawnbreaker,witch_doctor,1.0
dawnbreaker,earthshaker,rattletrap,antimage,skywrath_mage,0,1,shadow_shaman,drow_ranger,bristleback,skeleton_king,hoodwink,0.0
keeper_of_the_light,spirit_breaker,ursa,kunkka,sniper,0,1,invoker,legion_commander,furion,juggernaut,jakiro,0.0
ogre_magi,tusk,keeper_of_the_light,drow_ranger,grimstroke,0,0,slardar,jakiro,crystal_maiden,necrolyte,phantom_lancer,0.0
ancient_apparition,pudge,legion_commander,warlock,monkey_king,0,1,earthshaker,huskar,slark,drow_ranger,shadow_shaman,0.0
spirit_breaker,lone_druid,earthshaker,rubick,terrorblade,0,0,legion_commander,juggernaut,invoker,lina,sniper,0.0
warlock,tiny,void_spirit,night_stalker,rubick,0,0,faceless_void,magnataur,skywrath_mage,snapfire,queenofpain,0.0
marci,void_spirit,bloodseeker,ursa,mirana,0,0,lion,nevermore,zuus,nyx_assassin,skeleton_king,1.0
bristleback,luna,shadow_shaman,juggernaut,weaver,0,0,pudge,phoenix,ursa,huskar,earth_spirit,0.0
hoodwink,crystal_maiden,ogre_magi,sniper,nevermore,0,0,faceless_void,skywrath_mage,pudge,sven,invoker,0.0
legion_commander,witch_doctor,medusa,rubick,tiny,0,0,grimstroke,ursa,batrider,pugna,lina,0.0
witch_doctor,axe,earthshaker,warlock,drow_ranger,0,1,faceless_void,invoker,dazzle,puck,bristleback,0.0
furion,invoker,dragon_knight,skywrath_mage,rattletrap,0,0,magnataur,puck,juggernaut,tiny,grimstroke,1.0
axe,jakiro,earthshaker,faceless_void,juggernaut,0,0,shadow_shaman,skywrath_mage,sven,clinkz,obsidian_destroyer,1.0
necrolyte,pudge,hoodwink,juggernaut,dazzle,0,0,viper,phoenix,tiny,ogre_magi,razor,0.0
mars,alchemist,life_stealer,zuus,grimstroke,0,0,arc_warden,pudge,invoker,rattletrap,morphling,1.0
dazzle,lycan,puck,antimage,tusk,0,1,medusa,mars,disruptor,skywrath_mage,nevermore,1.0
huskar,witch_doctor,lion,night_stalker,arc_warden,0,0,dark_seer,skywrath_mage,rubick,dark_willow,juggernaut,0.0
templar_assassin,visage,bane,techies,clinkz,0,0,windrunner,juggernaut,earth_spirit,ogre_magi,antimage,0.0
furion,mirana,shadow_shaman,invoker,antimage,0,0,phantom_assassin,dazzle,dragon_knight,omniknight,snapfire,0.0
dragon_knight,sniper,snapfire,grimstroke,dawnbreaker,0,1,storm_spirit,sand_king,skeleton_king,hoodwink,legion_commander,0.0
batrider,phantom_assassin,mars,enigma,spirit_breaker,0,0,pudge,luna,zuus,jakiro,juggernaut,1.0
puck,juggernaut,earthshaker,rattletrap,nyx_assassin,0,0,necrolyte,invoker,shadow_shaman,zuus,phantom_lancer,1.0
broodmother,vengefulspirit,oracle,luna,enchantress,0,0,queenofpain,undying,void_spirit,pudge,morphling,0.0
phantom_assassin,axe,ancient_apparition,weaver,rubick,0,0,abaddon,invoker,alchemist,lina,huskar,1.0
oracle,drow_ranger,nevermore,shredder,witch_doctor,0,1,puck,dragon_knight,jakiro,ogre_magi,medusa,0.0
chaos_knight,necrolyte,lina,rubick,bloodseeker,0,0,visage,dazzle,weaver,arc_warden,death_prophet,1.0
gyrocopter,pudge,techies,axe,furion,0,0,slark,shadow_shaman,tiny,death_prophet,winter_wyvern,1.0
sniper,juggernaut,viper,lich,jakiro,0,0,pudge,crystal_maiden,windrunner,zuus,tidehunter,0.0
mars,jakiro,tiny,juggernaut,keeper_of_the_light,0,1,dawnbreaker,techies,invoker,night_stalker,razor,1.0
sniper,phantom_assassin,dawnbreaker,winter_wyvern,wisp,0,0,zuus,bounty_hunter,skywrath_mage,pudge,monkey_king,0.0
zuus,axe,enchantress,ancient_apparition,bloodseeker,0,0,silencer,vengefulspirit,phantom_assassin,legion_commander,warlock,0.0
slardar,faceless_void,templar_assassin,winter_wyvern,ogre_magi,0,1,rubick,gyrocopter,sand_king,antimage,silencer,0.0
batrider,sniper,axe,phantom_assassin,shadow_shaman,0,0,dark_willow,witch_doctor,mirana,weaver,lich,0.0
bristleback,necrolyte,pudge,phantom_assassin,sniper,0,0,silencer,ogre_magi,phantom_lancer,dazzle,furion,1.0
antimage,dark_seer,dazzle,pangolier,monkey_king,0,0,lion,bounty_hunter,windrunner,earthshaker,ember_spirit,0.0
arc_warden,dawnbreaker,zuus,dazzle,juggernaut,0,1,weaver,phantom_assassin,witch_doctor,tiny,pudge,0.0
storm_spirit,dark_willow,furion,earth_spirit,life_stealer,0,0,viper,pudge,witch_doctor,venomancer,sniper,0.0
ogre_magi,bristleback,arc_warden,terrorblade,disruptor,0,1,antimage,pudge,enigma,primal_beast,lina,1.0
winter_wyvern,lina,lion,spirit_breaker,luna,0,0,abyssal_underlord,venomancer,brewmaster,pudge,viper,1.0
jakiro,witch_doctor,sniper,skeleton_king,drow_ranger,0,0,vengefulspirit,windrunner,phantom_assassin,lich,tidehunter,0.0
pudge,lich,axe,viper,windrunner,0,0,vengefulspirit,juggernaut,phantom_assassin,dragon_knight,jakiro,0.0
jakiro,sniper,doom_bringer,night_stalker,luna,0,0,dark_willow,tiny,rubick,skywrath_mage,ursa,0.0
shadow_demon,night_stalker,alchemist,obsidian_destroyer,pudge,0,0,oracle,rubick,hoodwink,grimstroke,tiny,0.0
medusa,warlock,windrunner,pudge,techies,0,1,troll_warlord,necrolyte,doom_bringer,ogre_magi,witch_doctor,0.0
skeleton_king,faceless_void,ogre_magi,dragon_knight,skywrath_mage,0,0,bounty_hunter,axe,mirana,ember_spirit,sniper,0.0
shadow_shaman,pudge,furion,weaver,invoker,0,0,sniper,void_spirit,crystal_maiden,troll_warlord,morphling,1.0
skywrath_mage,pudge,ogre_magi,shadow_shaman,juggernaut,0,0,abaddon,phantom_assassin,mirana,disruptor,marci,0.0
arc_warden,juggernaut,skywrath_mage,invoker,spirit_breaker,0,0,pudge,bristleback,silencer,riki,zuus,1.0
antimage,mirana,dawnbreaker,lich,puck,0,0,necrolyte,axe,marci,phantom_lancer,jakiro,0.0
ancient_apparition,monkey_king,earthshaker,legion_commander,tiny,0,0,nevermore,weaver,skywrath_mage,pudge,rubick,1.0
luna,primal_beast,weaver,witch_doctor,pudge,0,0,life_stealer,bounty_hunter,crystal_maiden,dark_seer,juggernaut,1.0
lion,nyx_assassin,lina,drow_ranger,axe,0,1,obsidian_destroyer,tinker,rubick,skywrath_mage,monkey_king,0.0
silencer,troll_warlord,shadow_shaman,snapfire,kunkka,0,1,weaver,abyssal_underlord,undying,rubick,spectre,1.0
shadow_shaman,invoker,monkey_king,undying,skywrath_mage,0,1,dawnbreaker,juggernaut,crystal_maiden,kunkka,batrider,0.0
phantom_assassin,lone_druid,techies,grimstroke,bristleback,0,1,antimage,earthshaker,leshrac,enigma,meepo,0.0
witch_doctor,ember_spirit,ursa,tiny,zuus,0,0,weaver,undying,rubick,dawnbreaker,sand_king,1.0
keeper_of_the_light,bounty_hunter,earthshaker,medusa,night_stalker,0,0,axe,warlock,gyrocopter,venomancer,juggernaut,1.0
dazzle,razor,snapfire,earth_spirit,slark,0,0,life_stealer,shadow_shaman,mirana,tusk,silencer,0.0
mars,silencer,ursa,invoker,faceless_void,0,1,axe,void_spirit,enigma,snapfire,drow_ranger,1.0
crystal_maiden,juggernaut,nevermore,venomancer,bounty_hunter,0,1,phantom_assassin,lina,shadow_demon,warlock,sven,0.0
skywrath_mage,alchemist,magnataur,spirit_breaker,viper,0,1,invoker,abaddon,ursa,lich,dawnbreaker,0.0
batrider,dark_willow,sand_king,mirana,skeleton_king,0,0,antimage,shredder,visage,undying,tusk,1.0
shadow_shaman,magnataur,invoker,sven,phantom_assassin,0,0,pudge,obsidian_destroyer,drow_ranger,wisp,lina,0.0
keeper_of_the_light,spectre,shadow_shaman,bristleback,pudge,0,1,antimage,void_spirit,mars,nyx_assassin,rubick,1.0
skeleton_king,night_stalker,obsidian_destroyer,warlock,juggernaut,0,0,phantom_assassin,undying,pugna,life_stealer,sniper,1.0
sniper,tiny,mirana,kunkka,medusa,0,1,phantom_assassin,invoker,tidehunter,lion,magnataur,0.0
riki,obsidian_destroyer,rubick,bristleback,dazzle,0,1,warlock,antimage,arc_warden,legion_commander,pudge,0.0
lion,slark,sniper,mirana,earthshaker,0,1,lina,dawnbreaker,bloodseeker,dazzle,ancient_apparition,0.0
nevermore,marci,dazzle,leshrac,dawnbreaker,0,1,nyx_assassin,juggernaut,necrolyte,tiny,tusk,0.0
phantom_assassin,axe,life_stealer,disruptor,warlock,0,1,sniper,mirana,silencer,faceless_void,venomancer,0.0
skywrath_mage,legion_commander,lina,troll_warlord,rubick,0,1,alchemist,dawnbreaker,antimage,silencer,grimstroke,0.0
riki,dawnbreaker,void_spirit,ogre_magi,lion,0,1,rubick,faceless_void,necrolyte,undying,phoenix,1.0
skywrath_mage,earth_spirit,silencer,faceless_void,ogre_magi,0,1,crystal_maiden,drow_ranger,obsidian_destroyer,jakiro,tusk,0.0
crystal_maiden,tinker,dawnbreaker,necrolyte,skeleton_king,0,1,earthshaker,jakiro,silencer,phantom_assassin,nyx_assassin,1.0
phantom_assassin,warlock,enchantress,earthshaker,medusa,0,0,alchemist,antimage,lion,doom_bringer,abyssal_underlord,1.0
nevermore,phantom_lancer,lion,lycan,dawnbreaker,0,0,legion_commander,hoodwink,mirana,huskar,abaddon,0.0
ember_spirit,faceless_void,dazzle,legion_commander,treant,0,0,abaddon,invoker,monkey_king,tidehunter,hoodwink,1.0
spectre,storm_spirit,mirana,undying,axe,0,1,puck,slardar,lina,invoker,riki,1.0
witch_doctor,morphling,primal_beast,jakiro,gyrocopter,0,0,enchantress,techies,faceless_void,lion,tusk,1.0
ember_spirit,snapfire,brewmaster,antimage,nyx_assassin,0,0,magnataur,earthshaker,enchantress,treant,shadow_shaman,0.0
invoker,dawnbreaker,bounty_hunter,sniper,shadow_shaman,0,1,furion,riki,nevermore,crystal_maiden,skeleton_king,1.0
skywrath_mage,monkey_king,nevermore,primal_beast,storm_spirit,0,1,huskar,axe,void_spirit,crystal_maiden,sniper,0.0
drow_ranger,arc_warden,tinker,legion_commander,enchantress,0,1,faceless_void,axe,undying,rubick,troll_warlord,0.0
undying,crystal_maiden,legion_commander,weaver,void_spirit,0,1,razor,windrunner,phantom_assassin,winter_wyvern,huskar,0.0
naga_siren,dazzle,sniper,lich,abyssal_underlord,0,0,mirana,dawnbreaker,monkey_king,jakiro,tiny,0.0
lion,nevermore,phantom_assassin,life_stealer,skeleton_king,0,1,arc_warden,shadow_shaman,windrunner,hoodwink,juggernaut,1.0
bristleback,keeper_of_the_light,dark_willow,pugna,juggernaut,0,0,lion,phantom_assassin,ancient_apparition,dawnbreaker,windrunner,1.0
slark,witch_doctor,bloodseeker,storm_spirit,tiny,0,0,drow_ranger,lina,skeleton_king,tidehunter,weaver,1.0
pudge,dazzle,undying,zuus,chaos_knight,0,0,doom_bringer,skywrath_mage,jakiro,earthshaker,faceless_void,0.0
troll_warlord,axe,abaddon,ogre_magi,earth_spirit,0,1,tusk,puck,abyssal_underlord,shadow_shaman,chaos_knight,0.0
jakiro,phantom_assassin,invoker,razor,shadow_shaman,0,1,mirana,lina,bristleback,pudge,witch_doctor,0.0
bounty_hunter,alchemist,viper,sniper,medusa,0,0,venomancer,mirana,axe,undying,phantom_lancer,0.0
axe,enchantress,juggernaut,lion,broodmother,0,0,pudge,weaver,bloodseeker,viper,bounty_hunter,1.0
drow_ranger,ember_spirit,bristleback,pudge,witch_doctor,0,0,juggernaut,doom_bringer,sniper,skywrath_mage,ogre_magi,1.0
morphling,skeleton_king,earthshaker,furion,dark_willow,0,1,treant,sniper,void_spirit,monkey_king,drow_ranger,1.0
pangolier,life_stealer,spirit_breaker,bounty_hunter,monkey_king,0,0,slark,queenofpain,mirana,witch_doctor,pudge,1.0
slark,shadow_demon,nevermore,monkey_king,furion,0,1,phoenix,phantom_lancer,zuus,witch_doctor,silencer,1.0
lich,zuus,phantom_lancer,bristleback,jakiro,0,1,void_spirit,kunkka,wisp,tiny,lina,0.0
abaddon,zuus,sniper,sand_king,riki,0,0,necrolyte,ember_spirit,venomancer,bounty_hunter,faceless_void,1.0
dawnbreaker,phantom_assassin,grimstroke,snapfire,tidehunter,0,0,windrunner,undying,void_spirit,sniper,ogre_magi,1.0
huskar,phantom_lancer,troll_warlord,silencer,necrolyte,0,0,disruptor,dazzle,venomancer,riki,shadow_demon,1.0
life_stealer,slark,tinker,bounty_hunter,bloodseeker,0,0,zuus,ogre_magi,legion_commander,enigma,jakiro,0.0
sniper,crystal_maiden,skeleton_king,tidehunter,lion,0,0,vengefulspirit,zuus,phantom_assassin,witch_doctor,drow_ranger,0.0
zuus,queenofpain,faceless_void,spirit_breaker,lion,0,0,viper,juggernaut,warlock,crystal_maiden,huskar,1.0
pudge,troll_warlord,legion_commander,skywrath_mage,tiny,0,0,crystal_maiden,mirana,tusk,bloodseeker,huskar,1.0
necrolyte,juggernaut,lycan,gyrocopter,tusk,0,1,crystal_maiden,ogre_magi,clinkz,bristleback,legion_commander,1.0
phantom_assassin,primal_beast,weaver,necrolyte,mirana,0,0,zuus,naga_siren,nevermore,hoodwink,juggernaut,1.0
snapfire,tidehunter,alchemist,invoker,legion_commander,0,1,ogre_magi,sniper,faceless_void,obsidian_destroyer,shadow_shaman,1.0
furion,jakiro,keeper_of_the_light,chaos_knight,skywrath_mage,0,0,ember_spirit,sven,rubick,faceless_void,earthshaker,1.0
chaos_knight,invoker,obsidian_destroyer,skywrath_mage,pudge,0,1,nevermore,earth_spirit,void_spirit,axe,zuus,1.0
naga_siren,terrorblade,huskar,batrider,broodmother,0,0,clinkz,wisp,tinker,lich,medusa,1.0
venomancer,juggernaut,techies,undying,bounty_hunter,0,1,axe,crystal_maiden,skeleton_king,viper,dark_willow,1.0
monkey_king,spirit_breaker,wisp,void_spirit,furion,0,0,invoker,enchantress,tusk,broodmother,warlock,1.0
nyx_assassin,dazzle,batrider,viper,luna,0,0,sven,furion,undying,phantom_assassin,lich,1.0
mirana,keeper_of_the_light,legion_commander,rubick,phantom_assassin,0,0,necrolyte,dark_willow,ogre_magi,razor,spectre,0.0
bloodseeker,pudge,phantom_lancer,zuus,venomancer,0,0,spirit_breaker,ember_spirit,shadow_shaman,antimage,axe,0.0
abaddon,bounty_hunter,life_stealer,ancient_apparition,silencer,0,0,windrunner,ogre_magi,juggernaut,lina,kunkka,1.0
crystal_maiden,spectre,obsidian_destroyer,ogre_magi,nyx_assassin,0,0,nevermore,hoodwink,bloodseeker,legion_commander,bane,0.0
jakiro,juggernaut,nevermore,silencer,centaur,0,1,clinkz,witch_doctor,zuus,huskar,windrunner,0.0
puck,visage,bounty_hunter,enigma,naga_siren,0,1,crystal_maiden,faceless_void,venomancer,alchemist,razor,0.0
undying,pudge,weaver,bounty_hunter,slark,0,0,night_stalker,lion,phantom_assassin,skywrath_mage,furion,0.0
void_spirit,enigma,enchantress,earthshaker,spectre,0,1,phantom_assassin,zuus,invoker,tidehunter,ancient_apparition,0.0
abyssal_underlord,naga_siren,lina,keeper_of_the_light,zuus,0,0,arc_warden,bane,weaver,spirit_breaker,ancient_apparition,1.0
marci,skywrath_mage,ember_spirit,nevermore,axe,0,1,clinkz,witch_doctor,undying,lina,viper,1.0
hoodwink,skywrath_mage,bristleback,ogre_magi,troll_warlord,0,0,riki,bounty_hunter,terrorblade,viper,shadow_shaman,1.0
hoodwink,enchantress,nevermore,morphling,skeleton_king,0,1,alchemist,mars,rubick,puck,ogre_magi,1.0
pangolier,razor,rubick,antimage,huskar,0,0,nyx_assassin,hoodwink,nevermore,omniknight,slark,0.0
life_stealer,crystal_maiden,pudge,juggernaut,dazzle,0,0,morphling,jakiro,magnataur,skywrath_mage,storm_spirit,1.0
ogre_magi,chaos_knight,jakiro,pudge,tidehunter,0,1,mirana,slark,rubick,windrunner,viper,0.0
hoodwink,treant,nevermore,lone_druid,axe,0,0,bristleback,shadow_shaman,sniper,pangolier,grimstroke,1.0
slark,viper,sand_king,pangolier,slardar,0,0,pudge,bloodseeker,rubick,earth_spirit,abyssal_underlord,1.0
tidehunter,omniknight,earthshaker,faceless_void,shadow_shaman,0,1,shadow_demon,phantom_assassin,grimstroke,zuus,kunkka,1.0
sniper,witch_doctor,silencer,juggernaut,mars,0,0,bounty_hunter,zuus,skeleton_king,lich,winter_wyvern,1.0
lion,zuus,faceless_void,undying,invoker,0,1,dark_willow,puck,centaur,dazzle,juggernaut,0.0
